mechanism,projection,mean_mechanism,mean_null,z_score,sign_consistency,verdict,effect_size,selected_submetric,num_submetrics,raw_z,bonferroni_z_threshold,passes_bonferroni,effect_size_d,material,verdict_material
quarter,CBAD_c,0.13036445128317126,0.013023324553060833,23.943304625353576,1.0,+,7.571537732736184,cbad_c,1,23.943304625353576,3.090232306167813,True,7.571537732736184,True,+
quarter,CBAD_R2,0.9898537147488288,0.8989725922680869,18.66163622159251,1.0,+,5.901327532573103,cbad_r2,1,18.66163622159251,3.090232306167813,True,5.901327532573103,True,+
quarter,cp_spectrum_composite,0.2636004949429761,0.011430886248401578,4937.17352339342,1.0,+,1561.2713537401814,c5sq_composite,6,4937.17352339342,3.5879146722879613,True,1561.2713537401814,True,+
quarter,L_profile_composite,0.15373363337934337,0.09496201684214786,772.077137342193,1.0,+,244.1522283343971,L3_composite,4,772.077137342193,3.4807564043462427,True,244.1522283343971,True,+
quarter,TailMass_composite,0.20589199004829478,0.12501918809914656,596.9248838657164,1.0,+,188.76422250471595,tail_mass_composite,1,596.9248838657164,3.090232306167813,True,188.76422250471595,True,+
quarter,prime_fraction,2.0500000000000004e-05,0.07861150000000001,-386.7684725899543,1.0,+,-122.30693005286585,prime_fraction,1,-386.7684725899543,3.090232306167813,True,-122.30693005286585,True,+
psychological,LeadingDigit,0.05971744251732497,0.0597944441063092,-0.8864230405369824,0.55,0,-0.28031157785486294,leading_digit_mad,1,-0.8864230405369824,3.090232306167813,False,-0.28031157785486294,True,0
psychological,TerminalDigit,419900.83225,7.7307378158689515,3062.57769084274,1.0,+,968.4721014282057,terminal_digit_chisq,1,3062.57769084274,3.090232306167813,True,968.4721014282057,True,+
psychological,CentsEntropy,1.8707037293056357,6.643165642970855,-14676.304114931894,1.0,+,-4641.054863648638,cents_entropy,1,-14676.304114931894,3.090232306167813,True,-4641.054863648638,True,+
psychological,DecimalResidue,0.9600000000000002,0.012366826889613377,8413.85900852046,1.0,+,2660.695837845072,mod100_tv,4,8413.85900852046,3.4807564043462427,True,2660.695837845072,True,+
psychological,VocabGini,0.3285586518957725,0.04587247430499327,1358.7606028477974,1.0,+,429.67782999025087,vocab_gini,1,1358.7606028477974,3.090232306167813,True,429.67782999025087,True,+
psychological,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
psychological,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
psychological,cp_spectrum,0.0,0.054494060872756364,-869.6835249847231,1.0,+,-275.01807824756787,c2,6,-869.6835249847231,3.5879146722879613,True,-275.01807824756787,True,+
psychological,L_profile,0.07844121150430414,0.08747598765054791,-119.25452097449394,1.0,+,-37.71159075517236,L3,4,-119.25452097449394,3.4807564043462427,True,-37.71159075517236,True,+
psychological,TailMass,0.09850506360728781,0.11511923023582482,-137.01943418355023,1.0,+,-43.32934957275525,tail_mass,1,-137.01943418355023,3.090232306167813,True,-43.32934957275525,True,+
psychological,CBAD_a,0.3309281509731975,1.1147426189645443e-09,112.56500962510441,1.0,+,35.59618152541062,cbad_a,1,112.56500962510441,3.090232306167813,True,35.59618152541062,True,+
psychological,CBAD_c,0.1657476757219451,0.013105607481275395,22.309550073858507,1.0,+,7.054899180697057,cbad_c,1,22.309550073858507,3.090232306167813,True,7.054899180697057,True,+
psychological,CBAD_R2,0.9909363875663677,0.9023324876390875,15.44685694736296,1.0,+,4.884725064446262,cbad_r2,1,15.44685694736296,3.090232306167813,True,4.884725064446262,True,+
psychological,cp_spectrum_composite,0.0,0.05915931763861189,-862.0519212043394,1.0,+,-272.60475323297146,c2_composite,6,-862.0519212043394,3.5879146722879613,True,-272.60475323297146,True,+
psychological,L_profile_composite,0.020854485157780843,0.02619605782999702,-93.02820457714412,1.0,+,-29.418101309987662,L4_composite,4,-93.02820457714412,3.4807564043462427,True,-29.418101309987662,True,+
psychological,TailMass_composite,0.11170513004955598,0.12497458767993144,-99.96495220878698,1.0,+,-31.611693516964674,tail_mass_composite,1,-99.96495220878698,3.090232306167813,True,-31.611693516964674,True,+
psychological,prime_fraction,0.11816850000000001,0.07885873707422444,154.48337488528986,1.0,+,48.851932526716894,prime_fraction,1,154.48337488528986,3.090232306167813,True,48.851932526716894,True,+
threshold,LeadingDigit,0.14531255765318332,0.14531255765318332,0.0,nan,0,0.0,leading_digit_mad,1,0.0,3.090232306167813,False,0.0,False,0
threshold,TerminalDigit,9.166430000000002,8.886370000000001,0.19613252550532362,0.6,0,0.06202255038378898,terminal_digit_chisq,1,0.19613252550532362,3.090232306167813,False,0.06202255038378898,False,0
threshold,CentsEntropy,6.643122671847111,6.64314734811516,-0.7660365287118797,0.45,0,-0.24224202016185106,cents_entropy,1,-0.7660365287118797,3.090232306167813,False,-0.24224202016185106,True,0
threshold,DecimalResidue,0.006403999999999998,0.006190999999999998,0.6190980776487569,0.55,0,0.1957760020401853,mod25_tv,4,0.6190980776487569,3.4807564043462427,False,0.1957760020401853,False,0
threshold,VocabGini,0.23931746076961513,0.23891282058970517,1.826512186938718,0.7,?,0.5775938684781599,vocab_gini,1,1.826512186938718,3.090232306167813,False,0.5775938684781599,True,?
threshold,ThresholdDensity,2.325487618926352,2.3270942984714966,-0.38026334761388425,0.6,0,-0.12024982891402289,threshold_density,1,-0.38026334761388425,3.090232306167813,False,-0.12024982891402289,False,0
threshold,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
threshold,cp_spectrum,0.11924537945077511,0.1190504638077595,1.5148781872758044,0.5,?,0.47904654494986465,c10,6,1.5148781872758044,3.5879146722879613,False,0.47904654494986465,True,?
threshold,L_profile,0.013855522612778868,0.013823517024850981,0.8482180386589387,0.65,0,0.2682300954603001,L4,4,0.8482180386589387,3.4807564043462427,False,0.2682300954603001,True,0
threshold,TailMass,0.09252891101359972,0.09251242295530257,0.18352645627764205,0.5,0,0.05803616127366563,tail_mass,1,0.18352645627764205,3.090232306167813,False,0.05803616127366563,False,0
threshold,CBAD_a,0.3426428524644983,0.3445084600191315,-1.1235739727921863,0.6,0,-0.3553052873707365,cbad_a,1,-1.1235739727921863,3.090232306167813,False,-0.3553052873707365,True,0
threshold,CBAD_c,0.2731246835050084,0.2830289163005411,-0.9438510612091824,0.6,0,-0.2984719125388015,cbad_c,1,-0.9438510612091824,3.090232306167813,False,-0.2984719125388015,True,0
threshold,CBAD_R2,0.9948373328200061,0.9941237940664113,0.7088218719671062,0.6,0,0.2241491570760311,cbad_r2,1,0.7088218719671062,3.090232306167813,False,0.2241491570760311,True,0
threshold,cp_spectrum_composite,0.134056954065382,0.13381104610688074,1.8094619768180236,0.6,?,0.572202118621575,c10_composite,6,1.8094619768180236,3.5879146722879613,False,0.572202118621575,True,?
threshold,L_profile_composite,0.26310692561903015,0.2630004066249348,1.0430666322480144,0.7,0,0.3298466309224963,L2_composite,4,1.0430666322480144,3.4807564043462427,False,0.3298466309224963,True,0
threshold,TailMass_composite,0.10402205441954526,0.10398269489341394,0.4019780714074789,0.65,0,0.127116627508944,tail_mass_composite,1,0.4019780714074789,3.090232306167813,False,0.127116627508944,False,0
threshold,prime_fraction,0.110488,0.11030849999999999,0.5941355763047357,0.65,0,0.1878821660059731,prime_fraction,1,0.5941355763047357,3.090232306167813,False,0.1878821660059731,False,0
fiscal,LeadingDigit,0.05971144251732498,0.05979099807288053,-0.9137268058581796,0.55,0,-0.28894578656623315,leading_digit_mad,1,-0.9137268058581796,3.090232306167813,False,-0.28894578656623315,True,0
fiscal,TerminalDigit,9.92888,8.738359999999997,0.9095776847461069,0.55,0,0.28763371926602915,terminal_digit_chisq,1,0.9095776847461069,3.090232306167813,False,0.28763371926602915,True,0
fiscal,CentsEntropy,6.6431501898438485,6.643148182118215,0.08882237276607491,0.6,0,0.028088100512130693,cents_entropy,1,0.08882237276607491,3.090232306167813,False,0.028088100512130693,False,0
fiscal,DecimalResidue,0.0026335000000000017,0.002155999999999998,1.5378245602403693,0.7,?,0.4863028252106382,mod5_tv,4,1.5378245602403693,3.4807564043462427,False,0.4863028252106382,True,?
fiscal,VocabGini,0.04622683821402135,0.04598784931642772,1.1266023609763984,0.45,0,0.3562629478008617,vocab_gini,1,1.1266023609763984,3.090232306167813,False,0.3562629478008617,True,0
fiscal,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
fiscal,TemporalConcentration,79919.95660399998,10.886275999999999,423.77410097070793,1.0,+,134.0091372457609,temporal_concentration,1,423.77410097070793,3.090232306167813,True,134.0091372457609,True,+
fiscal,cp_spectrum,0.05440299453067632,0.05456671338851106,-1.9994893068835518,0.65,?,-0.6322940366903411,c2,6,-1.9994893068835518,3.5879146722879613,False,-0.6322940366903411,True,?
fiscal,L_profile,0.6561827674431674,0.655979613134098,1.0534716859625095,0.55,0,0.3331369978139163,L1,4,1.0534716859625095,3.4807564043462427,False,0.3331369978139163,True,0
fiscal,TailMass,0.11515436279002925,0.11527647897016025,-0.8881142371866452,0.5,0,-0.2808463811932809,tail_mass,1,-0.8881142371866452,3.090232306167813,False,-0.2808463811932809,True,0
fiscal,CBAD_a,1.87177715591811e-08,2.849040313168642e-06,-0.9934890767329163,0.5,0,-0.314168831297381,cbad_a,1,-0.9934890767329163,3.090232306167813,False,-0.314168831297381,True,0
fiscal,CBAD_c,0.012998300450593242,0.0130536016630138,-0.30063675326202477,0.4,0,-0.0950696888666054,cbad_c,1,-0.30063675326202477,3.090232306167813,False,-0.0950696888666054,False,0
fiscal,CBAD_R2,0.8983299498056327,0.8995189417925715,-0.18769187176553054,0.55,0,-0.059353381307932544,cbad_r2,1,-0.18769187176553054,3.090232306167813,False,-0.059353381307932544,False,0
fiscal,cp_spectrum_composite,0.05904384393985144,0.05919792323117505,-1.7959273678364707,0.65,?,-0.567922099459427,c2_composite,6,-1.7959273678364707,3.5879146722879613,False,-0.567922099459427,True,?
fiscal,L_profile_composite,0.026216874192112494,0.02624745135753153,-0.5428344722016757,0.55,0,-0.17165933246126522,L4_composite,4,-0.5428344722016757,3.4807564043462427,False,-0.17165933246126522,False,0
fiscal,TailMass_composite,0.12497758799482603,0.1250603317226581,-0.579787018385919,0.5,0,-0.18334475358974248,tail_mass_composite,1,-0.579787018385919,3.090232306167813,False,-0.18334475358974248,False,0
fiscal,prime_fraction,0.0786005,0.078233,1.633366659022976,0.8,?,0.516515889669222,prime_fraction,1,1.633366659022976,3.090232306167813,False,0.516515889669222,True,?
divisibility,LeadingDigit,0.05971110918399164,0.059791442517324975,-0.9232258284316137,0.55,0,-0.29194964125397366,leading_digit_mad,1,-0.9232258284316137,3.090232306167813,False,-0.29194964125397366,True,0
divisibility,TerminalDigit,8.885079999999999,10.127260000000001,-0.8721616039531435,0.6,0,-0.27580171562376476,terminal_digit_chisq,1,-0.8721616039531435,3.090232306167813,False,-0.27580171562376476,True,0
divisibility,CentsEntropy,6.643116791092092,6.643148855196769,-1.1793160405896301,0.7,0,-0.3729324769434813,cents_entropy,1,-1.1793160405896301,3.090232306167813,False,-0.3729324769434813,True,0
divisibility,DecimalResidue,0.012809000000000001,0.012469500000000005,1.316762294500712,0.7,0,0.4163967987651658,mod100_tv,4,1.316762294500712,3.4807564043462427,False,0.4163967987651658,True,0
divisibility,VocabGini,0.20871935939472683,0.04592509776202943,965.2354791206493,1.0,+,305.2342592425151,vocab_gini,1,965.2354791206493,3.090232306167813,True,305.2342592425151,True,+
divisibility,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
divisibility,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
divisibility,cp_spectrum,0.1784802385638856,0.02543436247798068,2371.727949948717,1.0,+,750.0062312119776,c7,6,2371.727949948717,3.5879146722879613,True,750.0062312119776,True,+
divisibility,L_profile,0.1320760751716322,0.08753214935354262,613.567291422574,1.0,+,194.02701386756277,L3,4,613.567291422574,3.4807564043462427,True,194.02701386756277,True,+
divisibility,TailMass,0.19878622948218166,0.11516752896813243,719.7475928250052,1.0,+,227.6041733750481,tail_mass,1,719.7475928250052,3.090232306167813,True,227.6041733750481,True,+
divisibility,CBAD_a,1.7276016315616382e-06,1.743628800935775e-06,-0.006985138996283035,0.7,0,-0.0022088949001116817,cbad_a,1,-0.006985138996283035,3.090232306167813,False,-0.0022088949001116817,False,0
divisibility,CBAD_c,0.0133527800373821,0.01333359985467027,0.10898520196576736,0.55,0,0.0344641469465285,cbad_c,1,0.10898520196576736,3.090232306167813,False,0.0344641469465285,False,0
divisibility,CBAD_R2,0.9006719940738023,0.909299929273472,-1.5409705309257749,0.65,?,-0.4872976684924385,cbad_r2,1,-1.5409705309257749,3.090232306167813,False,-0.4872976684924385,True,?
divisibility,cp_spectrum_composite,0.1784802385638856,0.027607384066273888,2254.5589082115976,1.0,+,712.9541268971147,c7_composite,6,2254.5589082115976,3.5879146722879613,True,712.9541268971147,True,+
divisibility,L_profile_composite,0.1320760751716322,0.09501057718375197,536.6404589684747,1.0,+,169.70061349385136,L3_composite,4,536.6404589684747,3.4807564043462427,True,169.70061349385136,True,+
divisibility,TailMass_composite,0.19878622948218166,0.1250070473836638,647.8133996570031,1.0,+,204.85658416930707,tail_mass_composite,1,647.8133996570031,3.090232306167813,True,204.85658416930707,True,+
divisibility,prime_fraction,0.0,0.078712,-393.3566457723568,1.0,+,-124.39029334046904,prime_fraction,1,-393.3566457723568,3.090232306167813,True,-124.39029334046904,True,+
product,LeadingDigit,0.01702755748267503,0.05962707230917845,-453.15103430345306,1.0,+,-143.29893924600046,leading_digit_mad,1,-453.15103430345306,3.090232306167813,True,-143.29893924600046,True,+
product,TerminalDigit,45309.29195,8.577129119591195,422.92180548725617,1.0,+,133.73961774904268,terminal_digit_chisq,1,422.92180548725617,3.090232306167813,True,133.73961774904268,True,+
product,CentsEntropy,6.281226170448921,6.64314004391955,-462.25509694124815,1.0,+,-146.17789663562777,cents_entropy,1,-462.25509694124815,3.090232306167813,True,-146.17789663562777,True,+
product,DecimalResidue,0.24954300000000001,0.0036872020520205217,878.8829248142338,1.0,+,277.92718390434965,mod10_tv,4,878.8829248142338,3.4807564043462427,True,277.92718390434965,True,+
product,VocabGini,0.2160837024153524,0.06902069261435397,636.3859181425496,1.0,+,201.24289721879273,vocab_gini,1,636.3859181425496,3.090232306167813,True,201.24289721879273,True,+
product,ThresholdDensity,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
product,TemporalConcentration,nan,nan,nan,nan,?,nan,n/a,1,nan,3.090232306167813,False,nan,False,?
product,cp_spectrum,0.11811226228193775,0.05789704489659675,700.8889161313112,1.0,+,221.6405361741674,c2,6,700.8889161313112,3.5879146722879613,True,221.6405361741674,True,+
product,L_profile,0.4356651301774771,0.6590703722279856,-1542.3465372940852,1.0,+,-487.7327999123142,L1,4,-1542.3465372940852,3.4807564043462427,True,-487.7327999123142,True,+
product,TailMass,0.26081812244984326,0.11138184723261861,1309.698293862542,1.0,+,414.1629656242158,tail_mass,1,1309.698293862542,3.090232306167813,True,414.1629656242158,True,+
product,CBAD_a,2.5157332773730118e-05,9.679962688797477e-06,0.8199567351509681,0.4,0,0.2592930865872507,cbad_a,1,0.8199567351509681,3.090232306167813,False,0.2592930865872507,True,0
product,CBAD_c,0.016006862864934367,0.01371111918032975,10.216285082777093,1.0,+,3.2306730087177464,cbad_c,1,10.216285082777093,3.090232306167813,True,3.2306730087177464,True,+
product,CBAD_R2,0.9615891802361514,0.9127667962962729,8.795138035504808,1.0,+,2.7812668527774056,cbad_r2,1,8.795138035504808,3.090232306167813,True,2.7812668527774056,True,+
product,cp_spectrum_composite,0.11811226228193775,0.06317244959341786,637.0919569628801,1.0,+,201.46616629766703,c2_composite,6,637.0919569628801,3.5879146722879613,True,201.46616629766703,True,+
product,L_profile_composite,0.4356651301774771,0.6280056556475568,-1530.9888506275176,1.0,+,-484.1411840306263,L1_composite,4,-1530.9888506275176,3.4807564043462427,True,-484.1411840306263,True,+
product,TailMass_composite,0.26081812244984326,0.12153074360873266,1185.6601089755727,1.0,+,374.9386475166259,tail_mass_composite,1,1185.6601089755727,3.090232306167813,True,374.9386475166259,True,+
product,prime_fraction,0.0,0.08350854266042661,-358.5959167604438,1.0,+,-113.39798565991511,prime_fraction,1,-358.5959167604438,3.090232306167813,True,-113.39798565991511,True,+
fixed_factor,LeadingDigit,0.08661405660436941,0.06954700192711946,240.70493582712064,1.0,+,76.1175841258367,leading_digit_mad,1,240.70493582712064,3.090232306167813,True,76.1175841258367,True,+
fixed_factor,TerminalDigit,150006.50409,8.96771,137558.41576655078,1.0,+,43499.79051467173,terminal_digit_chisq,1,137558.41576655078,3.090232306167813,True,43499.79051467173,True,+
